vehicle_id,vehicle_tier,driver_name,route,speed_kmh,fuel_level_pct,fuel_efficiency_kmpl,engine_health_score,cargo_weight_kg,engine_rpm,speed_category,fuel_status,is_night_shift,is_anomaly,alert_severity
GT-025,MID,Anil Dubey,Nashik-Nagpur,61.68,32.5,25.24,86.1,7904,2263,FAST,LOW,0,0,NONE
GT-003,OLD,Rakesh Gupta,Pune-Nashik,39.18,58.81,9.61,65.4,5431,3155,MODERATE,NORMAL,0,0,NONE
GT-021,MID,Rajesh Kumar,Nashik-Aurangabad,95.68,74.81,31.33,86.0,2390,2293,OVERSPEEDING,NORMAL,1,0,NONE
GT-001,OLD,Deepak Tiwari,Nashik-Aurangabad,109.24,55.32,18.67,73.5,8792,2841,OVERSPEEDING,NORMAL,1,1,WARNING
GT-022,MID,Prem Chauhan,Nashik-Nagpur,71.24,57.28,26.7,79.0,8903,2392,FAST,NORMAL,1,0,NONE
GT-014,OLD,Prem Chauhan,Pune-Nagpur,62.39,21.7,12.0,74.5,4012,2846,FAST,LOW,0,0,NONE
GT-037,NEW,Navin Joshi,Mumbai-Goa,75.77,93.62,129.97,95.9,2042,1481,FAST,NORMAL,0,0,NONE
GT-010,OLD,Pradeep Nair,Aurangabad-Kolhapur,32.52,54.11,5.95,70.5,3442,3516,MODERATE,NORMAL,0,0,NONE
GT-020,MID,Sanjay Mishra,Pune-Nagpur,104.9,69.02,31.62,82.4,8307,2688,OVERSPEEDING,NORMAL,1,1,WARNING
GT-023,MID,Arjun Verma,Mumbai-Pune,72.92,73.33,37.7,81.5,4591,2698,FAST,NORMAL,1,0,NONE
GT-038,NEW,Manoj Gupta,Pune-Aurangabad,81.44,88.62,63.23,95.4,1203,1111,FAST,NORMAL,1,0,NONE
GT-007,OLD,Naresh Bhatia,Aurangabad-Kolhapur,106.86,39.71,20.62,72.8,6641,3606,OVERSPEEDING,LOW,1,1,WARNING
GT-038,NEW,Arjun Verma,Mumbai-Nashik,73.83,79.9,48.51,93.1,2040,1369,FAST,NORMAL,1,0,NONE
GT-014,OLD,Anil Dubey,Mumbai-Nagpur,39.46,29.26,7.1,68.4,8119,3413,MODERATE,LOW,0,0,NONE
GT-005,OLD,Prem Chauhan,Goa-Pune,116.42,18.13,36.56,69.4,958,3880,OVERSPEEDING,CRITICAL,1,1,CRITICAL
GT-008,OLD,Amit Singh,Nagpur-Aurangabad,109.86,57.72,17.95,71.1,3443,2968,OVERSPEEDING,NORMAL,1,1,WARNING
GT-032,MID,Bharat Sharma,Goa-Pune,82.26,47.89,30.38,69.2,5174,3289,FAST,LOW,0,0,NONE
GT-007,OLD,Mahesh Iyer,Mumbai-Nagpur,73.25,61.8,13.11,78.1,3643,3530,FAST,NORMAL,0,0,NONE
GT-032,MID,Suresh Yadav,Pune-Aurangabad,71.44,61.37,45.85,78.5,2101,2598,FAST,NORMAL,0,0,NONE
GT-044,NEW,Rajesh Kumar,Kolhapur-Mumbai,61.78,64.74,49.54,92.1,4482,2028,FAST,NORMAL,0,0,NONE
GT-047,NEW,Dinesh Shukla,Pune-Nagpur,61.52,87.29,33.42,98.2,3812,1667,FAST,NORMAL,0,0,NONE
GT-018,MID,Bharat Sharma,Nashik-Aurangabad,57.55,47.49,18.89,86.2,2313,2334,MODERATE,LOW,0,0,NONE
GT-013,OLD,Vinod Yadav,Mumbai-Goa,47.14,38.97,9.52,72.6,8160,2973,MODERATE,LOW,0,0,NONE
GT-034,MID,Ravi Patel,Pune-Nashik,107.05,64.94,64.26,88.7,2145,2201,OVERSPEEDING,NORMAL,1,1,WARNING
GT-020,MID,Ramesh Pandey,Mumbai-Nagpur,85.92,60.26,25.74,78.3,6019,3034,FAST,NORMAL,1,0,NONE
GT-006,OLD,Mahesh Iyer,Mumbai-Goa,40.26,58.66,6.86,68.6,3865,3697,MODERATE,NORMAL,0,0,NONE
GT-037,NEW,Umesh Kapoor,Pune-Aurangabad,94.96,77.74,120.51,100.0,1422,1114,OVERSPEEDING,NORMAL,1,0,NONE
GT-023,MID,Umesh Kapoor,Pune-Solapur,106.93,43.73,48.25,81.9,1558,2915,OVERSPEEDING,LOW,1,1,WARNING
GT-031,MID,Dinesh Shukla,Pune-Nagpur,70.25,39.44,23.0,85.1,2886,2705,FAST,LOW,0,0,NONE
GT-019,MID,Pradeep Nair,Nashik-Nagpur,57.76,74.99,38.3,79.3,9383,2946,MODERATE,NORMAL,0,0,NONE
GT-039,NEW,Rakesh Gupta,Nashik-Nagpur,33.25,63.29,33.65,98.8,4666,1367,MODERATE,NORMAL,0,0,NONE
GT-012,OLD,Sanjay Mishra,Mumbai-Goa,80.59,42.48,13.63,76.2,1116,3203,FAST,LOW,1,0,NONE
GT-032,MID,Prem Chauhan,Solapur-Nagpur,67.74,75.25,26.68,84.8,5404,2373,FAST,NORMAL,0,0,NONE
GT-018,MID,Anil Dubey,Kolhapur-Mumbai,108.72,62.8,50.9,87.6,4906,2820,OVERSPEEDING,NORMAL,1,1,WARNING
GT-003,OLD,Naresh Bhatia,Kolhapur-Mumbai,78.29,39.26,14.22,65.4,5235,3100,FAST,LOW,0,0,NONE
GT-013,OLD,Rohit Chauhan,Pune-Nashik,75.94,63.13,19.49,74.9,6367,3349,FAST,NORMAL,0,0,NONE
GT-016,OLD,Umesh Kapoor,Nashik-Nagpur,104.02,34.74,16.66,73.4,8350,2884,OVERSPEEDING,LOW,1,1,WARNING
GT-026,MID,Sanjay Mishra,Pune-Nagpur,95.86,37.23,29.82,85.8,7007,1951,OVERSPEEDING,LOW,1,0,NONE
GT-045,NEW,Rakesh Gupta,Pune-Nashik,39.57,95.48,37.69,93.3,9197,1798,MODERATE,NORMAL,0,0,NONE
GT-029,MID,Naresh Bhatia,Pune-Solapur,80.34,39.49,44.96,84.8,7942,2326,FAST,LOW,1,0,NONE
GT-013,OLD,Anil Dubey,Kolhapur-Mumbai,39.25,63.04,10.17,75.2,9213,2686,MODERATE,NORMAL,0,0,NONE
GT-042,NEW,Rakesh Gupta,Pune-Aurangabad,39.1,70.9,34.18,95.0,4367,1348,MODERATE,NORMAL,0,0,NONE
GT-044,NEW,Mukesh Singh,Mumbai-Nashik,80.45,91.21,138.95,93.7,9678,1901,FAST,NORMAL,1,0,NONE
GT-041,NEW,Prem Chauhan,Pune-Nashik,96.97,67.75,60.3,99.6,1658,1324,OVERSPEEDING,NORMAL,1,0,NONE
GT-048,NEW,Ravi Patel,Mumbai-Goa,102.05,95.77,123.85,99.8,8749,1471,OVERSPEEDING,NORMAL,1,1,WARNING
GT-041,NEW,Amit Singh,Kolhapur-Mumbai,86.83,81.36,58.04,90.5,3984,1617,FAST,NORMAL,1,0,NONE
GT-012,OLD,Pradeep Nair,Pune-Nagpur,48.58,21.94,9.31,75.3,9274,2927,MODERATE,LOW,0,0,NONE
GT-002,OLD,Santosh Joshi,Solapur-Nagpur,51.3,32.7,7.91,69.5,9072,3523,MODERATE,LOW,0,0,NONE
GT-033,MID,Manoj Gupta,Kolhapur-Mumbai,75.94,65.76,24.48,79.9,5118,2909,FAST,NORMAL,0,0,NONE
GT-020,MID,Rajesh Kumar,Pune-Nagpur,113.05,48.1,33.49,79.5,1787,2600,OVERSPEEDING,LOW,1,1,CRITICAL
GT-009,OLD,Mahesh Iyer,Nashik-Nagpur,78.73,54.5,14.12,76.2,7749,3214,FAST,NORMAL,1,0,NONE
GT-028,MID,Rajesh Kumar,Pune-Kolhapur,43.48,37.42,28.51,87.8,2312,2346,MODERATE,LOW,0,0,NONE
GT-003,OLD,Harish Tomar,Mumbai-Nagpur,79.41,43.7,22.19,78.4,6821,2825,FAST,LOW,0,0,NONE
GT-028,MID,Pradeep Nair,Pune-Nagpur,98.28,47.68,42.29,76.9,2074,2793,OVERSPEEDING,LOW,1,0,NONE
GT-006,OLD,Dinesh Shukla,Nashik-Nagpur,61.06,45.42,11.96,66.5,5688,3492,FAST,LOW,0,0,NONE
GT-033,MID,Amit Singh,Nashik-Aurangabad,46.2,67.11,13.85,74.1,3968,2761,MODERATE,NORMAL,0,0,NONE
GT-013,OLD,Rakesh Gupta,Nashik-Nagpur,42.06,28.43,8.24,77.1,6301,3228,MODERATE,LOW,0,0,NONE
GT-021,MID,Deepak Tiwari,Mumbai-Aurangabad,109.07,50.28,32.74,84.7,4824,2622,OVERSPEEDING,NORMAL,1,1,WARNING
GT-026,MID,Rajesh Kumar,Pune-Kolhapur,35.06,31.35,18.58,82.3,8780,2445,MODERATE,LOW,0,0,NONE
GT-023,MID,Suresh Yadav,Aurangabad-Kolhapur,61.41,68.17,20.36,77.2,5528,2845,FAST,NORMAL,0,0,NONE
GT-022,MID,Deepak Tiwari,Mumbai-Solapur,63.73,70.98,34.06,75.3,2150,2687,FAST,NORMAL,0,0,NONE
GT-008,OLD,Suresh Yadav,Pune-Nagpur,94.97,20.08,22.52,77.0,6665,2905,OVERSPEEDING,LOW,1,0,NONE
GT-016,OLD,Ganesh Rao,Mumbai-Aurangabad,80.01,48.23,17.7,75.4,7559,3027,FAST,LOW,0,0,NONE
GT-012,OLD,Manoj Gupta,Mumbai-Nagpur,32.12,22.33,6.94,77.3,850,2732,MODERATE,LOW,0,0,NONE
GT-005,OLD,Rajesh Kumar,Pune-Aurangabad,55.19,19.98,9.73,79.6,9683,3524,MODERATE,CRITICAL,0,0,NONE
GT-048,NEW,Rohit Chauhan,Pune-Kolhapur,108.53,89.73,65.34,95.2,7727,1426,OVERSPEEDING,NORMAL,1,1,WARNING
GT-003,OLD,Pradeep Nair,Aurangabad-Kolhapur,61.22,61.9,16.22,74.6,942,2934,FAST,NORMAL,0,0,NONE
GT-041,NEW,Dinesh Shukla,Mumbai-Goa,70.93,76.12,66.98,100.0,7114,1347,FAST,NORMAL,1,0,NONE
GT-035,MID,Dinesh Shukla,Goa-Pune,65.82,53.58,37.0,80.4,2210,2926,FAST,NORMAL,0,0,NONE
GT-016,OLD,Mukesh Singh,Goa-Pune,112.44,16.1,23.2,70.6,9947,3270,OVERSPEEDING,CRITICAL,1,1,CRITICAL
GT-038,NEW,Rajesh Kumar,Mumbai-Pune,101.38,73.02,109.96,97.1,5733,1110,OVERSPEEDING,NORMAL,1,1,WARNING
GT-018,MID,Ramesh Pandey,Mumbai-Aurangabad,70.96,75.85,42.88,74.3,4221,2605,FAST,NORMAL,1,0,NONE
GT-015,OLD,Suresh Yadav,Pune-Nagpur,109.36,37.23,17.33,78.1,3939,2925,OVERSPEEDING,LOW,1,1,WARNING
GT-035,MID,Ganesh Rao,Mumbai-Solapur,71.71,40.9,39.25,80.7,1500,2878,FAST,LOW,0,0,NONE
GT-005,OLD,Sanjay Mishra,Nashik-Aurangabad,49.12,61.34,12.86,76.1,8309,3645,MODERATE,NORMAL,0,0,NONE
GT-004,OLD,Rohit Chauhan,Pune-Solapur,70.69,29.28,14.98,72.0,745,3466,FAST,LOW,0,0,NONE
GT-040,NEW,Mukesh Singh,Mumbai-Solapur,40.16,92.11,72.89,94.0,7822,1876,MODERATE,NORMAL,0,0,NONE
GT-041,NEW,Arjun Verma,Pune-Nashik,108.07,84.41,98.87,100.0,7424,1230,OVERSPEEDING,NORMAL,1,1,WARNING
GT-008,OLD,Lokesh Verma,Nashik-Aurangabad,50.71,61.89,8.39,77.9,4637,2870,MODERATE,NORMAL,0,0,NONE
GT-026,MID,Ramesh Pandey,Goa-Pune,86.05,33.94,34.5,95.7,6399,2021,FAST,LOW,1,0,NONE
GT-041,NEW,Satish Kumar,Mumbai-Pune,75.78,57.94,49.18,100.0,2873,1129,FAST,NORMAL,1,0,NONE
GT-043,NEW,Girish Patil,Nashik-Aurangabad,78.85,69.43,60.51,98.3,5116,1696,FAST,NORMAL,1,0,NONE
GT-021,MID,Rakesh Gupta,Pune-Solapur,84.52,57.84,27.9,81.9,959,2525,FAST,NORMAL,1,0,NONE
GT-042,NEW,Girish Patil,Nashik-Nagpur,34.81,62.46,20.36,100.0,8443,1279,MODERATE,NORMAL,0,0,NONE
GT-015,OLD,Navin Joshi,Pune-Aurangabad,54.45,33.82,11.9,78.3,9342,2786,MODERATE,LOW,0,0,NONE
GT-035,MID,Umesh Kapoor,Pune-Aurangabad,105.54,65.26,43.87,81.3,8406,2955,OVERSPEEDING,NORMAL,1,1,WARNING
GT-038,NEW,Rohit Chauhan,Mumbai-Solapur,52.99,76.33,43.61,93.7,1175,1281,MODERATE,NORMAL,0,0,NONE
GT-009,OLD,Naresh Bhatia,Nashik-Nagpur,30.48,49.17,4.87,77.0,3784,3237,MODERATE,LOW,0,0,NONE
GT-028,MID,Ganesh Rao,Mumbai-Pune,107.39,62.47,43.44,79.7,4912,2606,OVERSPEEDING,NORMAL,1,1,WARNING
GT-049,NEW,Pradeep Nair,Kolhapur-Mumbai,102.87,92.53,176.45,99.3,6152,1482,OVERSPEEDING,NORMAL,1,1,WARNING
GT-042,NEW,Rajesh Kumar,Pune-Nagpur,38.5,95.26,28.54,94.9,9480,1569,MODERATE,NORMAL,0,0,NONE
GT-004,OLD,Rajesh Kumar,Nashik-Aurangabad,80.7,25.22,21.76,68.2,2836,3523,FAST,LOW,1,0,NONE
GT-012,OLD,Anil Dubey,Mumbai-Aurangabad,114.05,57.22,18.25,75.5,8786,3089,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-019,MID,Dinesh Shukla,Mumbai-Nashik,61.2,59.83,27.81,75.7,9698,2571,FAST,NORMAL,0,0,NONE
GT-011,OLD,Satish Kumar,Pune-Nagpur,76.51,25.72,13.95,77.6,3918,3284,FAST,LOW,1,0,NONE
GT-031,MID,Vinod Yadav,Pune-Kolhapur,98.5,47.65,34.08,90.8,5480,2394,OVERSPEEDING,LOW,1,0,NONE
GT-004,OLD,Ganesh Rao,Pune-Solapur,116.58,55.64,18.42,61.4,6242,3890,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-022,MID,Naresh Bhatia,Nashik-Aurangabad,47.65,44.89,21.8,80.9,5593,2647,MODERATE,LOW,0,0,NONE
GT-032,MID,Mahesh Iyer,Mumbai-Goa,81.94,32.6,34.79,75.9,4123,2539,FAST,LOW,1,0,NONE
GT-020,MID,Ganesh Rao,Aurangabad-Kolhapur,111.93,51.88,54.47,84.7,3030,2774,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-009,OLD,Harish Tomar,Kolhapur-Mumbai,57.64,47.02,9.07,65.2,1909,3551,MODERATE,LOW,0,0,NONE
GT-047,NEW,Ramesh Pandey,Pune-Nagpur,66.55,53.8,116.14,98.4,6211,2011,FAST,NORMAL,0,0,NONE
GT-031,MID,Rohit Chauhan,Nashik-Aurangabad,91.87,62.37,35.97,79.0,1963,2830,OVERSPEEDING,NORMAL,1,0,NONE
GT-026,MID,Rajesh Kumar,Mumbai-Solapur,93.65,35.88,47.83,85.6,6900,2188,OVERSPEEDING,LOW,1,0,NONE
GT-047,NEW,Girish Patil,Pune-Nashik,91.56,59.63,67.27,100.0,2254,1693,OVERSPEEDING,NORMAL,1,0,NONE
GT-032,MID,Prakash Nair,Pune-Kolhapur,79.0,38.19,31.75,76.8,4085,3043,FAST,LOW,1,0,NONE
GT-011,OLD,Dinesh Shukla,Pune-Nashik,40.51,43.98,7.46,77.1,948,2965,MODERATE,LOW,0,0,NONE
GT-046,NEW,Sanjay Mishra,Nagpur-Aurangabad,78.89,74.54,139.63,94.8,1680,1657,FAST,NORMAL,1,0,NONE
GT-030,MID,Arjun Verma,Mumbai-Aurangabad,82.58,42.79,49.9,82.3,611,1960,FAST,LOW,0,0,NONE
GT-038,NEW,Lokesh Verma,Pune-Nashik,104.06,71.27,104.58,96.5,7589,1559,OVERSPEEDING,NORMAL,1,1,WARNING
GT-048,NEW,Arjun Verma,Mumbai-Goa,82.16,86.18,45.82,100.0,603,1179,FAST,NORMAL,0,0,NONE
GT-042,NEW,Bharat Sharma,Mumbai-Nagpur,117.33,74.55,206.57,99.6,4641,1517,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-016,OLD,Prakash Nair,Aurangabad-Kolhapur,109.71,34.32,22.1,68.1,3040,3873,OVERSPEEDING,LOW,1,1,WARNING
GT-028,MID,Lokesh Verma,Pune-Nashik,72.84,76.58,38.74,81.7,7880,2689,FAST,NORMAL,1,0,NONE
GT-041,NEW,Sanjay Mishra,Aurangabad-Kolhapur,65.53,55.18,125.78,99.3,3854,1345,FAST,NORMAL,0,0,NONE
GT-004,OLD,Naresh Bhatia,Mumbai-Solapur,59.06,41.46,10.54,66.5,9048,3496,MODERATE,LOW,0,0,NONE
GT-002,OLD,Anil Dubey,Aurangabad-Kolhapur,84.66,56.17,13.79,64.1,9864,3604,FAST,NORMAL,0,0,NONE
GT-050,NEW,Sanjay Mishra,Goa-Pune,113.1,63.11,196.35,93.0,7451,1948,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-021,MID,Mukesh Singh,Mumbai-Pune,77.97,63.44,32.62,88.4,7514,2393,FAST,NORMAL,0,0,NONE
GT-017,OLD,Amit Singh,Nagpur-Aurangabad,42.19,40.82,9.53,65.8,5931,3817,MODERATE,LOW,0,0,NONE
GT-034,MID,Ramesh Pandey,Nashik-Nagpur,73.22,69.79,24.97,83.7,9969,2115,FAST,NORMAL,0,0,NONE
GT-023,MID,Naresh Bhatia,Pune-Nashik,85.96,77.8,44.29,82.9,5625,2555,FAST,NORMAL,1,0,NONE
GT-043,NEW,Vikram Sharma,Mumbai-Pune,73.13,74.2,57.58,96.0,3112,1597,FAST,NORMAL,0,0,NONE
GT-023,MID,Santosh Joshi,Pune-Kolhapur,50.25,69.66,31.99,84.6,4411,2824,MODERATE,NORMAL,0,0,NONE
GT-005,OLD,Girish Patil,Pune-Solapur,53.23,63.47,12.77,72.3,8825,3682,MODERATE,NORMAL,0,0,NONE
GT-027,MID,Rohit Chauhan,Mumbai-Aurangabad,82.31,30.21,43.62,83.5,1028,2329,FAST,LOW,1,0,NONE
GT-047,NEW,Girish Patil,Kolhapur-Mumbai,89.45,96.94,93.37,93.8,8077,1913,FAST,NORMAL,1,0,NONE
GT-024,MID,Harish Tomar,Goa-Pune,100.9,61.77,51.14,87.9,5086,2492,OVERSPEEDING,NORMAL,1,1,WARNING
GT-014,OLD,Arjun Verma,Pune-Aurangabad,104.47,37.66,16.73,79.8,5625,2955,OVERSPEEDING,LOW,1,1,WARNING
GT-045,NEW,Prakash Nair,Solapur-Nagpur,102.46,91.03,81.12,93.5,3998,1835,OVERSPEEDING,NORMAL,1,1,WARNING
GT-017,OLD,Vikram Sharma,Pune-Nagpur,31.44,59.81,4.87,75.1,9755,3283,MODERATE,NORMAL,0,0,NONE
GT-013,OLD,Lokesh Verma,Pune-Solapur,66.35,50.86,10.53,73.1,3387,3256,FAST,NORMAL,0,0,NONE
GT-036,NEW,Ravi Patel,Goa-Pune,103.47,63.47,52.79,89.5,2750,2163,OVERSPEEDING,NORMAL,1,1,WARNING
GT-040,NEW,Satish Kumar,Pune-Kolhapur,41.66,89.2,39.6,88.2,2102,1846,MODERATE,NORMAL,0,0,NONE
GT-039,NEW,Satish Kumar,Pune-Solapur,118.22,51.02,69.13,100.0,9078,1260,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-035,MID,Umesh Kapoor,Goa-Pune,73.2,78.46,30.06,88.2,4264,2762,FAST,NORMAL,1,0,NONE
GT-032,MID,Naresh Bhatia,Aurangabad-Kolhapur,82.92,71.07,29.48,72.4,5172,3037,FAST,NORMAL,1,0,NONE
GT-035,MID,Dinesh Shukla,Pune-Aurangabad,32.2,52.22,13.26,86.0,3314,2954,MODERATE,NORMAL,0,0,NONE
GT-006,OLD,Anil Dubey,Mumbai-Nashik,95.02,15.79,24.07,64.8,9014,3807,OVERSPEEDING,CRITICAL,1,0,NONE
GT-044,NEW,Prem Chauhan,Aurangabad-Kolhapur,73.79,50.52,42.85,96.6,2017,1770,FAST,NORMAL,0,0,NONE
GT-034,MID,Deepak Tiwari,Mumbai-Goa,64.47,67.13,27.41,83.9,727,2326,FAST,NORMAL,0,0,NONE
GT-008,OLD,Navin Joshi,Pune-Nagpur,89.23,62.04,15.65,66.0,2774,3267,FAST,NORMAL,1,0,NONE
GT-020,MID,Santosh Joshi,Pune-Kolhapur,113.22,50.67,33.85,78.3,7903,2790,OVERSPEEDING,NORMAL,1,1,CRITICAL
GT-028,MID,Naresh Bhatia,Mumbai-Aurangabad,50.44,79.99,24.47,83.3,3641,2666,MODERATE,NORMAL,0,0,NONE
GT-003,OLD,Sanjay Mishra,Mumbai-Aurangabad,45.46,25.92,8.13,72.9,6520,2669,MODERATE,LOW,0,0,NONE
GT-030,MID,Prem Chauhan,Kolhapur-Mumbai,86.52,38.69,32.3,90.2,3193,1888,FAST,LOW,1,0,NONE
GT-019,MID,Naresh Bhatia,Pune-Nagpur,48.2,48.16,22.55,79.6,2763,2921,MODERATE,LOW,0,0,NONE
GT-049,NEW,Anil Dubey,Aurangabad-Kolhapur,81.78,93.51,41.3,97.3,5388,1835,FAST,NORMAL,1,0,NONE
GT-004,OLD,Umesh Kapoor,Nagpur-Aurangabad,74.63,46.82,23.31,65.2,4689,3584,FAST,LOW,0,0,NONE
GT-032,MID,Umesh Kapoor,Nagpur-Aurangabad,54.07,42.13,23.67,76.7,3130,2719,MODERATE,LOW,0,0,NONE
GT-049,NEW,Pradeep Nair,Solapur-Nagpur,71.77,89.25,137.23,93.4,3207,1767,FAST,NORMAL,0,0,NONE
GT-031,MID,Manoj Gupta,Pune-Nagpur,51.67,72.19,19.61,77.6,2622,2839,MODERATE,NORMAL,0,0,NONE
GT-002,OLD,Lokesh Verma,Mumbai-Solapur,79.73,57.02,13.75,62.8,7031,4123,FAST,NORMAL,0,0,NONE
GT-004,OLD,Dinesh Shukla,Mumbai-Goa,102.82,55.07,24.0,64.7,1708,3267,OVERSPEEDING,NORMAL,1,1,WARNING
GT-034,MID,Rakesh Gupta,Goa-Pune,89.93,34.74,40.53,90.0,9227,2190,FAST,LOW,1,0,NONE
GT-021,MID,Amit Singh,Mumbai-Aurangabad,40.82,64.05,13.72,76.9,7976,2110,MODERATE,NORMAL,0,0,NONE
GT-022,MID,Deepak Tiwari,Mumbai-Solapur,30.06,49.26,13.6,88.6,8644,2729,MODERATE,LOW,0,0,NONE
GT-049,NEW,Naresh Bhatia,Mumbai-Aurangabad,105.59,91.22,66.45,90.3,8512,1749,OVERSPEEDING,NORMAL,1,1,WARNING
GT-033,MID,Harish Tomar,Solapur-Nagpur,43.2,51.65,15.16,86.0,2272,2742,MODERATE,NORMAL,0,0,NONE
GT-014,OLD,Navin Joshi,Pune-Nashik,81.76,58.08,17.29,70.1,2587,3066,FAST,NORMAL,0,0,NONE
GT-033,MID,Mukesh Singh,Solapur-Nagpur,81.28,54.86,26.61,79.0,7234,3038,FAST,NORMAL,0,0,NONE
GT-032,MID,Arjun Verma,Goa-Pune,110.91,31.35,35.56,81.3,7552,2816,OVERSPEEDING,LOW,1,1,CRITICAL
GT-012,OLD,Vinod Yadav,Pune-Solapur,64.46,32.98,17.29,76.7,861,3008,FAST,LOW,0,0,NONE
GT-018,MID,Rajesh Kumar,Mumbai-Nagpur,44.46,74.9,23.1,86.1,2355,2196,MODERATE,NORMAL,0,0,NONE
GT-047,NEW,Santosh Joshi,Kolhapur-Mumbai,70.21,65.15,91.42,100.0,4344,1769,FAST,NORMAL,1,0,NONE
GT-007,OLD,Ganesh Rao,Pune-Nagpur,112.04,49.66,27.84,73.2,5541,3579,OVERSPEEDING,LOW,1,1,CRITICAL
GT-038,NEW,Mahesh Iyer,Mumbai-Solapur,75.12,76.79,57.34,96.4,3944,1429,FAST,NORMAL,1,0,NONE
GT-015,OLD,Pradeep Nair,Mumbai-Goa,106.73,29.08,20.24,73.8,3528,3265,OVERSPEEDING,LOW,1,1,WARNING
GT-050,NEW,Rohit Chauhan,Solapur-Nagpur,41.09,86.26,35.95,97.9,4695,2034,MODERATE,NORMAL,0,0,NONE
GT-017,OLD,Girish Patil,Mumbai-Pune,34.48,40.08,7.33,77.8,7299,3692,MODERATE,LOW,0,0,NONE
GT-013,OLD,Suresh Yadav,Pune-Nagpur,42.41,18.16,6.78,80.3,4400,2734,MODERATE,CRITICAL,0,0,NONE
GT-027,MID,Ganesh Rao,Solapur-Nagpur,57.08,44.81,22.64,81.2,9020,2227,MODERATE,LOW,0,0,NONE
GT-029,MID,Lokesh Verma,Pune-Solapur,70.95,32.36,22.06,92.5,5547,2293,FAST,LOW,0,0,NONE
GT-035,MID,Prakash Nair,Pune-Nagpur,95.08,49.12,38.86,82.6,988,2609,OVERSPEEDING,LOW,1,0,NONE
GT-045,NEW,Santosh Joshi,Mumbai-Solapur,77.97,71.87,39.86,90.3,9237,1948,FAST,NORMAL,1,0,NONE
GT-031,MID,Rohit Chauhan,Pune-Aurangabad,77.52,68.5,29.23,80.7,7175,3037,FAST,NORMAL,0,0,NONE
GT-014,OLD,Arjun Verma,Pune-Aurangabad,76.99,21.08,16.94,84.4,8740,3169,FAST,LOW,1,0,NONE
GT-048,NEW,Suresh Yadav,Pune-Nagpur,84.14,90.41,69.59,97.9,2186,1428,FAST,NORMAL,1,0,NONE
GT-007,OLD,Mukesh Singh,Goa-Pune,38.56,45.61,9.27,65.4,7152,3376,MODERATE,LOW,0,0,NONE
GT-048,NEW,Umesh Kapoor,Pune-Nagpur,76.75,71.25,41.31,93.2,6308,1734,FAST,NORMAL,0,0,NONE
GT-042,NEW,Ganesh Rao,Mumbai-Goa,57.67,56.6,32.06,93.9,7381,1842,MODERATE,NORMAL,0,0,NONE
GT-033,MID,Naresh Bhatia,Pune-Solapur,108.02,43.63,63.47,84.8,6377,2641,OVERSPEEDING,LOW,1,1,WARNING
GT-048,NEW,Bharat Sharma,Pune-Aurangabad,83.38,92.08,49.05,100.0,6879,1571,FAST,NORMAL,1,0,NONE
GT-044,NEW,Arjun Verma,Mumbai-Pune,39.85,54.86,27.29,97.1,5690,1589,MODERATE,NORMAL,0,0,NONE
GT-033,MID,Pradeep Nair,Nashik-Nagpur,116.69,39.68,41.82,78.4,3408,2379,OVERSPEEDING,LOW,1,1,CRITICAL
GT-008,OLD,Harish Tomar,Solapur-Nagpur,93.85,51.33,18.16,77.4,5938,2477,OVERSPEEDING,NORMAL,1,0,NONE
GT-039,NEW,Rajesh Kumar,Pune-Aurangabad,71.91,63.29,54.64,100.0,4776,873,FAST,NORMAL,1,0,NONE
GT-001,OLD,Umesh Kapoor,Nashik-Nagpur,34.03,56.5,9.97,78.4,2032,3033,MODERATE,NORMAL,0,0,NONE
GT-008,OLD,Amit Singh,Nagpur-Aurangabad,68.49,20.18,16.55,77.3,866,3026,FAST,LOW,0,0,NONE
GT-049,NEW,Naresh Bhatia,Nashik-Nagpur,103.15,57.51,93.52,98.2,6492,1470,OVERSPEEDING,NORMAL,1,1,WARNING
GT-042,NEW,Umesh Kapoor,Mumbai-Aurangabad,47.37,96.3,46.49,94.9,2544,1582,MODERATE,NORMAL,0,0,NONE
GT-016,OLD,Arjun Verma,Pune-Nashik,92.42,15.2,17.4,69.8,9973,3142,OVERSPEEDING,CRITICAL,1,0,NONE
GT-009,OLD,Bharat Sharma,Nashik-Aurangabad,80.91,50.8,14.23,74.9,6096,3299,FAST,NORMAL,0,0,NONE
GT-020,MID,Ravi Patel,Pune-Solapur,52.1,54.55,18.58,80.2,9326,2583,MODERATE,NORMAL,0,0,NONE
GT-005,OLD,Rohit Chauhan,Mumbai-Nashik,77.05,64.02,15.72,70.9,4942,3395,FAST,NORMAL,0,0,NONE
GT-018,MID,Anil Dubey,Mumbai-Aurangabad,76.99,33.12,47.67,84.2,1585,2623,FAST,LOW,0,0,NONE
GT-044,NEW,Umesh Kapoor,Nashik-Aurangabad,79.58,58.3,153.93,97.1,8378,2038,FAST,NORMAL,0,0,NONE
